partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility
University of Illinois at Urbana-Champaign,Strategic Leadership and Management,"{"" Leadership and Management"","" Strategy and Operations"","" Strategy"","" Leadership Development"","" Decision Making"","" Entrepreneurship"","" Organizational Development"","" Business Analysis"","" Business Process Management"","" Change Management"","" Business Design"","" Business Development"","" Business Transformation"","" Communication"","" Critical Thinking"","" Culture"","" Performance Management"","" Problem Solving"","" Human Resources"","" Marketing"","" Operational Analysis"","" Sales"","" Adaptability"","" Conflict Management"","" Influencing"","" Negotiation"","" People Development"","" Business Psychology"","" Market Analysis"","" Product Strategy"","" Research and Design""}",4.8,8.8k,Beginner , Specialization , 3 - 6 Months,true
University of Alberta,Software Design and Architecture,"{"" Software Architecture"","" Software Engineering"","" Systems Design"","" Programming Principles"","" Computer Programming"","" System Software"","" Application Development"","" Computer Architecture"","" Design and Product"","" Java Programming"","" Product Design"","" Software Engineering Tools"","" Problem Solving"","" Computational Thinking"","" Project Management"","" Data Visualization"","" System Programming""}",4.6,3.6k,Beginner , Specialization , 3 - 6 Months,false
University of Colorado Boulder,"Effective Communication: Writing, Design, and Presentation","{"" Communication"","" Writing"","" Creativity"","" Business Design"","" Computer Graphics"","" Design and Product"","" Graphic Design"","" Interactive Design"","" Marketing Design"","" Visual Design"","" Visualization (Computer Graphics)"","" Business Communication"","" Professional Development"","" Critical Thinking"","" Leadership and Management"","" Decision Making"","" Natural Language Processing"","" Strategy"","" Reinforcement Learning"","" Emotional Intelligence""}",4.8,10.9k,Beginner , Specialization , 3 - 6 Months,false
SkillUp EdTech,Scrum Master,"{"" Project Management"","" Scrum (Software Development)""}",4.7,73,Beginner , Specialization , 3 - 6 Months,false
EDHEC Business School,Investment Management with Python and Machine Learning,"{"" Investment Management"","" Python Programming"","" Finance"","" Data Analysis"","" Computer Programming"","" Machine Learning"","" Statistical Programming"","" Applied Machine Learning"","" Financial Analysis"","" Machine Learning Algorithms"","" Risk Management"","" Statistical Machine Learning"","" Data Analysis Software"","" Data Management"","" Data Mining"","" Natural Language Processing"","" Algorithms"","" Human Learning"","" Big Data"","" Leadership and Management"","" Computer Science""}",4.6,1.7k,Beginner , Specialization , 3 - 6 Months,false
"University of California, Irvine",Academic English: Writing,"{"" Writing""}",4.7,22k,Beginner , Specialization , 3 - 6 Months,false
ISC2,(ISC)² Systems Security Certified Practitioner (SSCP),"{"" Security Engineering"","" System Security"","" Network Security"","" Software Security"","" Computer Security Incident Management"","" Leadership and Management"","" Security Software"","" Risk Management"","" Strategy and Operations"","" Algorithms"","" Cloud Computing"","" Cryptography"","" Cyberattacks"","" Operations Management"","" Human Factors (Security)"","" Software-Defined Networking"","" Cloud Applications"","" Network Analysis"","" Communication"","" Financial Accounting""}",4.7,501,Beginner , Specialization , 3 - 6 Months,false
University of Virginia,Agile Development,"{"" Agile Software Development"","" Design and Product"","" Leadership and Management"","" Product Management"","" Software Engineering"","" Product Development"","" Project Management"","" User Experience"","" Customer Analysis"","" Product Design"","" Research and Design"","" Data Analysis"","" Business Analysis"","" Communication"","" Continuous Delivery"","" Probability Distribution""}",4.7,4.5k,Beginner , Specialization , 3 - 6 Months,false
Meta,Introduction to Social Media Marketing,"{"" Communication"","" Marketing"","" Digital Marketing"","" Social Media"","" Media Strategy & Planning"","" Advertising"","" Entrepreneurship"","" Marketing Management""}",4.8,12.5k,Beginner , Course , 1 - 3 Months,false
"University of California, Irvine",Introduction to Business,"{"" Marketing"","" Strategy and Operations"","" Accounting"","" Digital Marketing"","" Entrepreneurship"","" Finance"","" Financial Management"","" Leadership and Management"","" Financial Accounting"","" Financial Analysis"","" General Accounting"","" People Management"","" Planning"","" Sales"","" Strategy"","" Supply Chain and Logistics"","" Search Engine Optimization"","" Storytelling""}",4.7,242,Beginner , Specialization , 1 - 3 Months,false
DeepLearning.AI,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning","{"" Machine Learning"","" Tensorflow"","" Artificial Neural Networks"","" Computer Programming"","" Machine Learning Algorithms"","" Deep Learning"","" Machine Learning Software"","" Applied Machine Learning"","" Human Learning"","" Algorithms"","" Computer Vision""}",4.8,19k,Intermediate , Course , 1 - 4 Weeks,false
The University of Sydney,Introduction to Calculus,"{"" Algebra"","" Calculus"","" Mathematical Theory & Analysis"","" Mathematics"","" Problem Solving"","" Computational Logic"","" Critical Thinking"","" Differential Equations"","" Plot (Graphics)"","" Geometry""}",4.8,3.4k,Intermediate , Course , 1 - 3 Months,false
Microsoft,Microsoft Azure Data Scientist Associate (DP-100),"{"" Machine Learning"","" Microsoft Azure"","" Applied Machine Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Cloud Computing"","" Python Programming"","" Human Learning"","" Algorithms"","" Big Data"","" Cloud Applications"","" Data Analysis"","" Regression"","" Cloud-Based Integration"","" Extract"","" Transform"","" Load"","" Training"","" Exploratory Data Analysis"","" Cloud Platforms"","" Data Management"","" Deep Learning"","" Experiment""}",4.4,284,Intermediate , Professional Certificate , 3 - 6 Months,false
University of California San Diego,Introduction to Discrete Mathematics for Computer Science,"{"" Mathematics"","" Problem Solving"","" Mathematical Theory & Analysis"","" Algorithms"","" Critical Thinking"","" Graph Theory"","" Combinatorics"","" Computational Thinking"","" Probability & Statistics"","" Computer Programming"","" Python Programming"","" Computational Logic"","" General Statistics"","" Theoretical Computer Science"","" Probability Distribution"","" Strategy"","" Creativity"","" Experiment"","" Calculus"","" Game Theory"","" Visualization (Computer Graphics)"","" Plot (Graphics)"","" Cryptography"","" Sales""}",4.5,3.4k,Beginner , Specialization , 3 - 6 Months,false
"University of California, Irvine",Project Launch,"{"" Leadership and Management"","" Project Management""}",4.7,238,Beginner , Course , 1 - 3 Months,false
IBM,Machine Learning with Python,"{"" Machine Learning"","" Algorithms"","" Applied Machine Learning"","" Customer Analysis"","" Data Analysis"","" Decision Making"","" Human Learning"","" Machine Learning Algorithms"","" Python Programming"","" Statistical Machine Learning"","" Regression""}",4.7,14.8k,Intermediate , Course , 1 - 3 Months,false
IBM,Databases and SQL for Data Science with Python,"{"" Python Programming"","" Computational Thinking"","" Computer Programming"","" Data Analysis"","" Data Management"","" Database Application"","" Database Design"","" Database Theory"","" Databases"","" SQL"","" Cloud Computing"","" IBM Cloud""}",4.6,18.6k,Beginner , Course , 1 - 3 Months,false
The University of Chicago,Understanding the Brain: The Neurobiology of Everyday Life,"{""(2.7k reviews)""}",4.9,2.7k,Beginner , Course , 1 - 3 Months,false
University System of Georgia,Six Sigma Yellow Belt,"{"" Process Analysis"","" Strategy and Operations"","" Leadership and Management"","" Data Analysis"","" Business Analysis"","" Business Process Management"","" Performance Management"","" Probability & Statistics"","" Operational Analysis"","" Organizational Development"","" Problem Solving"","" Project Management"","" General Statistics"","" Planning"","" Statistical Tests"","" Critical Thinking"","" Operations Management"","" Statistical Visualization"","" Correlation And Dependence"","" Customer Relationship Management"","" Collaboration"","" Entrepreneurship"","" People Development"","" Risk Management"","" Business Psychology"","" Communication""}",4.6,8.9k,Beginner , Specialization , 3 - 6 Months,false
University of California San Diego,Drug Development Product Management,"{"" Strategy"","" Marketing""}",4.6,5.8k,Beginner , Specialization , 3 - 6 Months,false
Google,Get Started with Python,"{"" Computer Programming"","" Data Analysis"","" Python Programming""}",4.8,650,Advanced , Course , 1 - 3 Months,false
ESSEC Business School,Diversity and inclusion in the workplace,"{"" Human Resources"","" Leadership and Management"","" Organizational Development"","" Change Management"","" Critical Thinking"","" Employee Relations"","" People Analysis"","" Professional Development"","" Talent Management"","" Continuous Integration"","" Training""}",4.7,906,Beginner , Course , 1 - 4 Weeks,false
University of Illinois at Urbana-Champaign,Business Data Management and Communication,"{"" Business Analysis"","" Accounting"","" Data Management"","" General Accounting"","" Account Management"","" Data Analysis"","" Finance"","" Financial Accounting"","" Financial Management"","" Leadership and Management"","" Accounts Payable and Receivable"","" Financial Analysis"","" Generally Accepted Accounting Principles (GAAP)"","" Management Accounting"","" Business Intelligence"","" Cost Accounting"","" R Programming"","" Communication"","" Data Visualization"","" Interactive Data Visualization"","" Statistical Programming"","" Big Data"","" Data Visualization Software"","" Visual Design"","" Visualization (Computer Graphics)"","" Creativity"","" Plot (Graphics)"","" Computer Programming"","" Innovation"","" Strategy""}",4.7,5.8k,Intermediate , Specialization , 3 - 6 Months,true
Google,Put It to Work: Prepare for Cybersecurity Jobs,"{"" Computer Programming"","" Python Programming"","" SQL""}",4.9,952,Beginner , Course , 1 - 3 Months,false
IE Business School,Branding: The Creative Journey,"{"" Brand Management"","" Marketing"","" Leadership and Management"","" Advertising"","" Communication"","" Strategy"","" Creativity"","" Strategy and Operations"","" Digital Marketing"","" User Experience"","" Customer Analysis"","" Design and Product"","" Media Strategy & Planning"","" Customer Relationship Management"","" Customer Success"","" Customer Support"","" Social Media"","" Storytelling"","" User Experience Design"","" Visual Design"","" Graphic Design"","" Journalism""}",4.6,1.4k,Beginner , Specialization , 3 - 6 Months,false
Advancing Women in Tech,Real-World Product Management,"{"" Leadership and Management"","" Product Strategy"","" Product Management"","" Strategy"","" Marketing"","" Strategy and Operations"","" Product Marketing"","" Business Development"","" Business Process Management"","" Market Analysis""}",4.5,795,Beginner , Specialization , 3 - 6 Months,true
University of Pennsylvania,Introduction to Financial Accounting,"{"" Accounting"","" Accounts Payable and Receivable"","" Finance"","" Financial Accounting"","" General Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Account Management"","" Cash Management"","" Cost Accounting"","" Financial Analysis""}",4.7,7.9k,Mixed , Course , 1 - 4 Weeks,false
Johns Hopkins University,Introduction to Systematic Review and Meta-Analysis,"{""(3.2k reviews)""}",4.8,3.2k,Mixed , Course , 1 - 3 Months,false
